5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Occ (%),Lane 2 Flow (Veh/5 Minutes),Lane 2 Occ (%),Lane 3 Flow (Veh/5 Minutes),Lane 3 Occ (%),# Lane Points_x,% Observed_x,Lane 1 Speed (mph),Lane 1 Q (mph),Lane 2 Speed (mph),Lane 2 Q (mph),Lane 3 Speed (mph),Lane 3 Q (mph),# Lane Points_y,% Observed_y,Station_ID,Station_Type,Latitude,Longitude,# Lane Points,% Observed,Lane 4 Flow (Veh/5 Minutes),Lane 4 Occ (%),Lane 4 Speed (mph),Lane 4 Q (mph)
2024-12-26 07:35:00,129,18.0,210.0,31.9,148.0,26.1,3.0,0.0,52.5,52.5,50.9,50.9,45.8,45.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 07:40:00,128,18.1,208.0,32.0,146.0,26.2,3.0,0.0,49.6,49.6,48.1,48.1,43.3,43.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 07:45:00,127,18.2,207.0,32.3,145.0,26.4,3.0,0.0,48.1,48.1,46.7,46.7,42.0,42.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 07:50:00,126,18.4,205.0,32.7,144.0,26.7,3.0,0.0,45.5,45.5,44.1,44.1,39.7,39.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 07:55:00,127,18.3,206.0,32.5,145.0,26.6,3.0,0.0,44.3,44.3,43.0,43.0,38.7,38.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:00:00,125,18.5,203.0,32.7,143.0,26.7,3.0,0.0,43.1,43.1,41.8,41.8,37.6,37.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:05:00,124,18.4,202.0,32.5,142.0,26.6,3.0,0.0,42.1,42.1,40.8,40.8,36.7,36.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:10:00,123,18.5,200.0,32.8,141.0,26.8,3.0,0.0,45.2,45.2,43.8,43.8,39.4,39.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:15:00,122,18.9,198.0,33.5,139.0,27.4,3.0,0.0,46.3,46.3,44.9,44.9,40.4,40.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:20:00,124,18.6,201.0,32.9,141.0,26.9,3.0,0.0,46.7,46.7,45.2,45.2,40.7,40.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:25:00,124,18.3,201.0,32.3,141.0,26.5,3.0,0.0,45.6,45.6,44.2,44.2,39.8,39.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:30:00,123,18.6,200.0,33.0,140.0,27.0,3.0,0.0,46.0,46.0,44.6,44.6,40.1,40.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:35:00,123,18.4,200.0,32.5,141.0,26.6,3.0,0.0,46.9,46.9,45.4,45.4,40.9,40.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:40:00,124,18.0,201.0,31.8,141.0,26.0,3.0,0.0,48.4,48.4,46.9,46.9,42.2,42.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:45:00,123,18.1,200.0,32.1,141.0,26.3,3.0,0.0,46.9,46.9,45.4,45.4,40.9,40.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:50:00,123,17.3,200.0,30.6,141.0,25.0,3.0,0.0,46.7,46.7,45.2,45.2,40.7,40.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 08:55:00,121,16.7,196.0,29.6,138.0,24.2,3.0,0.0,46.2,46.2,44.8,44.8,40.3,40.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:00:00,120,15.4,196.0,27.4,138.0,22.4,3.0,0.0,45.2,45.2,43.8,43.8,39.4,39.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:05:00,121,14.8,196.0,26.3,138.0,21.5,3.0,0.0,45.5,45.5,44.1,44.1,39.7,39.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:10:00,119,14.7,194.0,26.0,136.0,21.3,3.0,0.0,44.1,44.1,42.8,42.8,38.5,38.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:15:00,121,14.6,196.0,25.8,138.0,21.1,3.0,0.0,43.9,43.9,42.6,42.6,38.3,38.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:20:00,122,14.4,198.0,25.5,139.0,20.9,3.0,0.0,43.9,43.9,42.6,42.6,38.3,38.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:25:00,121,14.3,197.0,25.3,138.0,20.7,3.0,0.0,43.8,43.8,42.5,42.5,38.2,38.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:30:00,122,14.2,199.0,25.1,140.0,20.6,3.0,0.0,43.4,43.4,42.1,42.1,37.8,37.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:35:00,122,13.8,199.0,24.5,140.0,20.0,3.0,0.0,46.1,46.1,44.7,44.7,40.2,40.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:40:00,123,14.0,199.0,24.8,140.0,20.3,3.0,0.0,45.4,45.4,44.0,44.0,39.6,39.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:45:00,122,13.7,199.0,24.2,140.0,19.8,3.0,0.0,45.8,45.8,44.4,44.4,40.0,40.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:50:00,123,13.2,199.0,23.4,140.0,19.2,3.0,0.0,46.5,46.5,45.0,45.0,40.5,40.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 09:55:00,121,12.8,197.0,22.7,138.0,18.5,3.0,0.0,48.8,48.8,47.3,47.3,42.5,42.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:00:00,120,9.5,195.0,16.9,137.0,13.8,3.0,0.0,52.6,52.6,51.0,51.0,45.9,45.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:05:00,121,8.6,197.0,15.2,138.0,12.4,3.0,0.0,55.9,55.9,54.1,54.1,48.7,48.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:10:00,121,8.4,196.0,14.8,138.0,12.1,3.0,0.0,57.1,57.1,55.4,55.4,49.8,49.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:15:00,121,8.4,197.0,14.9,138.0,12.2,3.0,0.0,55.4,55.4,53.7,53.7,48.3,48.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:20:00,123,8.5,199.0,15.1,140.0,12.4,3.0,0.0,58.5,58.5,56.7,56.7,51.0,51.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:25:00,123,8.6,200.0,15.2,141.0,12.4,3.0,0.0,56.5,56.5,54.8,54.8,49.3,49.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:30:00,122,8.7,198.0,15.3,139.0,12.5,3.0,0.0,58.9,58.9,57.1,57.1,51.4,51.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:35:00,123,8.7,200.0,15.3,140.0,12.6,3.0,0.0,57.2,57.2,55.5,55.5,49.9,49.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:40:00,123,8.7,200.0,15.4,141.0,12.6,3.0,0.0,56.9,56.9,55.2,55.2,49.6,49.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:45:00,123,8.7,200.0,15.3,141.0,12.5,3.0,0.0,57.1,57.1,55.4,55.4,49.8,49.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:50:00,124,8.6,201.0,15.3,141.0,12.5,3.0,0.0,57.2,57.2,55.5,55.5,49.9,49.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 10:55:00,121,8.6,197.0,15.3,139.0,12.5,3.0,0.0,58.1,58.1,56.3,56.3,50.6,50.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:00:00,122,8.6,199.0,15.2,140.0,12.5,3.0,0.0,58.3,58.3,56.5,56.5,50.8,50.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:05:00,122,8.7,198.0,15.4,139.0,12.6,3.0,0.0,60.0,60.0,58.1,58.1,52.3,52.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:10:00,123,8.9,200.0,15.8,140.0,12.9,3.0,0.0,60.4,60.4,58.5,58.5,52.7,52.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:15:00,124,8.9,201.0,15.8,141.0,12.9,3.0,0.0,61.0,61.0,59.2,59.2,53.2,53.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:20:00,124,9.1,201.0,16.0,141.0,13.1,3.0,0.0,61.1,61.1,59.3,59.3,53.3,53.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:25:00,124,9.0,202.0,16.0,142.0,13.1,3.0,0.0,61.7,61.7,59.8,59.8,53.8,53.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:30:00,125,9.4,203.0,16.6,143.0,13.6,3.0,0.0,61.4,61.4,59.6,59.6,53.6,53.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:35:00,125,9.5,203.0,16.8,143.0,13.7,3.0,0.0,60.4,60.4,58.5,58.5,52.7,52.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:40:00,125,9.2,204.0,16.3,143.0,13.3,3.0,0.0,60.8,60.8,59.0,59.0,53.0,53.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:45:00,125,9.4,203.0,16.6,143.0,13.6,3.0,0.0,61.2,61.2,59.4,59.4,53.4,53.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:50:00,125,9.2,202.0,16.2,142.0,13.3,3.0,0.0,60.8,60.8,59.0,59.0,53.0,53.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 11:55:00,125,9.4,203.0,16.6,143.0,13.6,3.0,0.0,60.8,60.8,59.0,59.0,53.0,53.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:00:00,125,9.5,203.0,16.8,143.0,13.7,3.0,0.0,61.0,61.0,59.2,59.2,53.2,53.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:05:00,126,9.6,205.0,17.0,144.0,13.9,3.0,0.0,61.4,61.4,59.6,59.6,53.6,53.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:10:00,126,9.9,205.0,17.6,144.0,14.4,3.0,0.0,60.6,60.6,58.7,58.7,52.8,52.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:15:00,128,10.2,207.0,18.0,146.0,14.7,3.0,0.0,59.9,59.9,58.0,58.0,52.2,52.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:20:00,128,10.8,208.0,19.1,146.0,15.7,3.0,0.0,58.8,58.8,57.0,57.0,51.3,51.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:25:00,127,11.5,207.0,20.3,146.0,16.6,3.0,0.0,59.4,59.4,57.6,57.6,51.8,51.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:30:00,127,11.9,207.0,21.0,146.0,17.2,3.0,0.0,60.1,60.1,58.2,58.2,52.4,52.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:35:00,128,12.1,208.0,21.4,146.0,17.5,3.0,0.0,59.3,59.3,57.5,57.5,51.7,51.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:40:00,128,12.2,209.0,21.6,147.0,17.7,3.0,0.0,58.8,58.8,57.0,57.0,51.3,51.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:45:00,129,12.4,209.0,22.0,147.0,18.0,3.0,0.0,59.5,59.5,57.7,57.7,51.9,51.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:50:00,128,12.2,208.0,21.7,146.0,17.7,3.0,0.0,59.2,59.2,57.4,57.4,51.7,51.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 12:55:00,128,12.8,207.0,22.6,146.0,18.5,3.0,0.0,59.1,59.1,57.3,57.3,51.6,51.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:00:00,126,11.8,205.0,20.9,144.0,17.1,3.0,0.0,60.0,60.0,58.1,58.1,52.3,52.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:05:00,128,12.2,207.0,21.7,146.0,17.7,3.0,0.0,60.5,60.5,58.6,58.6,52.8,52.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:10:00,128,11.9,209.0,21.2,147.0,17.3,3.0,0.0,60.7,60.7,58.9,58.9,52.9,52.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:15:00,129,12.4,210.0,22.0,148.0,18.0,3.0,0.0,59.1,59.1,57.3,57.3,51.6,51.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:20:00,129,13.3,210.0,23.5,148.0,19.2,3.0,0.0,56.7,56.7,55.0,55.0,49.4,49.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:25:00,129,14.3,210.0,25.4,148.0,20.8,3.0,0.0,56.5,56.5,54.8,54.8,49.3,49.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:30:00,129,12.9,209.0,22.9,147.0,18.7,3.0,0.0,57.4,57.4,55.7,55.7,50.1,50.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:35:00,129,13.3,210.0,23.6,148.0,19.3,3.0,0.0,58.0,58.0,56.2,56.2,50.5,50.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:40:00,130,13.2,212.0,23.4,149.0,19.1,3.0,0.0,57.1,57.1,55.4,55.4,49.8,49.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:45:00,130,14.6,211.0,25.8,148.0,21.1,3.0,0.0,54.7,54.7,53.0,53.0,47.7,47.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:50:00,129,14.0,210.0,24.9,148.0,20.3,3.0,0.0,51.3,51.3,49.7,49.7,44.7,44.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 13:55:00,128,13.8,208.0,24.4,146.0,20.0,3.0,0.0,48.4,48.4,46.9,46.9,42.2,42.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:00:00,127,13.8,206.0,24.4,145.0,20.0,3.0,0.0,45.1,45.1,43.7,43.7,39.3,39.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:05:00,128,13.5,208.0,23.9,146.0,19.6,3.0,0.0,45.5,45.5,44.1,44.1,39.7,39.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:10:00,130,14.4,212.0,25.4,149.0,20.8,3.0,0.0,47.3,47.3,45.9,45.9,41.2,41.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:15:00,130,13.9,212.0,24.7,149.0,20.2,3.0,0.0,44.2,44.2,42.9,42.9,38.6,38.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:20:00,130,14.0,211.0,24.8,148.0,20.3,3.0,0.0,43.4,43.4,42.1,42.1,37.8,37.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:25:00,129,13.9,209.0,24.6,147.0,20.1,3.0,0.0,44.1,44.1,42.8,42.8,38.5,38.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:30:00,129,14.2,209.0,25.1,147.0,20.5,3.0,0.0,43.0,43.0,41.7,41.7,37.5,37.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:35:00,130,14.3,211.0,25.2,148.0,20.7,3.0,0.0,41.9,41.9,40.6,40.6,36.6,36.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:40:00,132,14.4,214.0,25.6,150.0,20.9,3.0,0.0,41.7,41.7,40.4,40.4,36.4,36.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:45:00,131,14.8,213.0,26.3,150.0,21.5,3.0,0.0,41.4,41.4,40.1,40.1,36.1,36.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:50:00,129,14.5,210.0,25.7,148.0,21.0,3.0,0.0,40.9,40.9,39.6,39.6,35.6,35.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 14:55:00,128,14.1,208.0,25.0,146.0,20.4,3.0,0.0,42.5,42.5,41.2,41.2,37.1,37.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:00:00,127,13.9,207.0,24.7,146.0,20.2,3.0,0.0,43.3,43.3,42.0,42.0,37.7,37.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:05:00,128,14.1,207.0,24.9,146.0,20.4,3.0,0.0,44.3,44.3,43.0,43.0,38.7,38.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:10:00,127,14.3,207.0,25.3,146.0,20.7,3.0,0.0,43.9,43.9,42.6,42.6,38.3,38.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:15:00,124,14.8,202.0,26.3,142.0,21.5,3.0,0.0,42.7,42.7,41.3,41.3,37.2,37.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:20:00,125,15.1,203.0,26.8,143.0,21.9,3.0,0.0,41.6,41.6,40.3,40.3,36.3,36.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:25:00,125,15.1,203.0,26.7,143.0,21.9,3.0,0.0,41.0,41.0,39.7,39.7,35.7,35.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:30:00,124,15.1,201.0,26.7,141.0,21.8,3.0,0.0,40.5,40.5,39.3,39.3,35.4,35.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:35:00,124,15.4,202.0,27.3,142.0,22.3,3.0,0.0,40.0,40.0,38.8,38.8,34.9,34.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:40:00,122,15.8,199.0,28.0,140.0,22.9,3.0,0.0,39.1,39.1,37.9,37.9,34.1,34.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:45:00,124,16.0,201.0,28.4,141.0,23.2,3.0,0.0,38.6,38.6,37.5,37.5,33.7,33.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:50:00,122,16.2,198.0,28.6,139.0,23.4,3.0,0.0,37.8,37.8,36.6,36.6,33.0,33.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 15:55:00,119,16.1,193.0,28.5,136.0,23.3,3.0,0.0,37.8,37.8,36.6,36.6,33.0,33.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:00:00,119,16.0,193.0,28.4,136.0,23.2,3.0,0.0,38.0,38.0,36.8,36.8,33.1,33.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:05:00,119,16.2,193.0,28.7,136.0,23.5,3.0,0.0,37.8,37.8,36.6,36.6,33.0,33.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:10:00,118,16.7,191.0,29.5,134.0,24.2,3.0,0.0,36.7,36.7,35.6,35.6,32.0,32.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:15:00,119,16.6,193.0,29.5,136.0,24.1,3.0,0.0,36.2,36.2,35.1,35.1,31.6,31.6,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:20:00,122,17.1,198.0,30.3,139.0,24.8,3.0,0.0,35.9,35.9,34.8,34.8,31.3,31.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:25:00,116,16.8,189.0,29.7,133.0,24.3,3.0,0.0,35.9,35.9,34.8,34.8,31.3,31.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:30:00,118,17.1,192.0,30.3,135.0,24.8,3.0,0.0,35.7,35.7,34.6,34.6,31.1,31.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:35:00,118,17.1,192.0,30.4,135.0,24.8,3.0,0.0,34.8,34.8,33.8,33.8,30.4,30.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:40:00,124,17.5,202.0,31.0,142.0,25.4,3.0,0.0,34.9,34.9,33.9,33.9,30.5,30.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:45:00,123,17.6,200.0,31.2,140.0,25.5,3.0,0.0,34.2,34.2,33.2,33.2,29.8,29.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:50:00,120,17.5,195.0,31.0,137.0,25.4,3.0,0.0,34.3,34.3,33.3,33.3,29.9,29.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 16:55:00,117,17.7,190.0,31.4,134.0,25.7,3.0,0.0,34.3,34.3,33.3,33.3,29.9,29.9,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:00:00,113,17.7,184.0,31.4,129.0,25.7,3.0,0.0,34.4,34.4,33.4,33.4,30.0,30.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:05:00,120,17.7,195.0,31.3,137.0,25.6,3.0,0.0,34.2,34.2,33.2,33.2,29.8,29.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:10:00,126,18.0,205.0,31.8,144.0,26.0,3.0,0.0,33.4,33.4,32.3,32.3,29.1,29.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:15:00,115,18.5,187.0,32.8,131.0,26.8,3.0,0.0,32.5,32.5,31.5,31.5,28.4,28.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:20:00,128,18.4,208.0,32.5,146.0,26.6,3.0,0.0,32.4,32.4,31.4,31.4,28.3,28.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:25:00,124,18.7,201.0,33.1,141.0,27.1,3.0,0.0,32.9,32.9,31.9,31.9,28.7,28.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:30:00,121,18.8,197.0,33.4,138.0,27.3,3.0,0.0,32.3,32.3,31.3,31.3,28.2,28.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:35:00,122,18.8,198.0,33.3,139.0,27.2,3.0,0.0,31.8,31.8,30.8,30.8,27.7,27.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:40:00,123,18.8,200.0,33.3,141.0,27.3,3.0,0.0,32.1,32.1,31.1,31.1,28.0,28.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:45:00,122,18.9,198.0,33.4,139.0,27.3,3.0,0.0,32.1,32.1,31.1,31.1,28.0,28.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:50:00,120,18.4,195.0,32.6,137.0,26.7,3.0,0.0,32.6,32.6,31.6,31.6,28.4,28.4,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 17:55:00,112,18.0,182.0,31.8,128.0,26.0,3.0,0.0,32.9,32.9,31.9,31.9,28.7,28.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:00:00,118,17.6,192.0,31.2,135.0,25.6,3.0,0.0,33.8,33.8,32.8,32.8,29.5,29.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:05:00,116,17.4,188.0,30.8,132.0,25.2,3.0,0.0,34.2,34.2,33.2,33.2,29.8,29.8,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:10:00,119,16.9,193.0,29.9,136.0,24.4,3.0,0.0,34.9,34.9,33.9,33.9,30.5,30.5,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:15:00,121,17.0,197.0,30.0,138.0,24.6,3.0,0.0,35.2,35.2,34.1,34.1,30.7,30.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:20:00,120,16.6,195.0,29.4,137.0,24.1,3.0,0.0,35.9,35.9,34.8,34.8,31.3,31.3,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:25:00,119,16.4,193.0,29.0,136.0,23.7,3.0,0.0,36.3,36.3,35.2,35.2,31.7,31.7,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:30:00,119,15.8,194.0,27.9,136.0,22.9,3.0,0.0,37.0,37.0,35.8,35.8,32.2,32.2,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:35:00,119,15.7,194.0,27.8,136.0,22.8,3.0,0.0,38.0,38.0,36.8,36.8,33.1,33.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:40:00,121,15.2,196.0,26.9,138.0,22.0,3.0,0.0,39.1,39.1,37.9,37.9,34.1,34.1,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:45:00,121,14.8,197.0,26.2,139.0,21.4,3.0,0.0,40.1,40.1,38.9,38.9,35.0,35.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
2024-12-26 18:50:00,123,14.5,199.0,25.6,140.0,21.0,3.0,0.0,41.3,41.3,40.0,40.0,36.0,36.0,3.0,0.0,775012,Mainline,33.892658,-118.044406,,,,,,
